,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,139.26478537087004
7,722.5802607700042
8,909.4501803494215
9,991.6663718951304
10,1034.44796763062
11,1057.6891396497701
12,1069.024265839762
13,1071.4719170841163
14,1065.62680918048
15,1050.0329674298346
16,1020.234229793319
17,965.1635358281366
18,853.8551448224007
19,568.4788144514118
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,128.56488299776424
31,719.3622487285714
32,908.3110320798444
33,991.157451477743
34,1034.2031596518698
35,1057.5818290659909
36,1069.003323152575
37,1071.5171340953755
38,1065.7349738838607
39,1050.2153716481487
40,1020.5229308301199
41,965.6352363457548
42,854.719502011187
43,570.5131600244823
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,117.6869721132348
55,715.9848007009466
56,907.1007528702464
57,990.6003812737976
58,1033.9185729596304
59,1057.43818709425
60,1068.9472228447487
61,1071.526893777028
62,1065.8059562026954
63,1050.3568676383702
64,1020.7632964462094
65,966.0425785432017
66,855.4773907102979
67,572.2813888201964
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,106.6944577172463
79,712.4463574034369
80,905.8193275129471
81,989.9952331851631
82,1033.5942376347793
83,1057.2581984283142
84,1068.8559109774856
85,1071.5011072628406
86,1065.8396319054814
87,1050.4572916773352
88,1020.9551173982333
89,966.3853103795849
90,856.1286001130461
91,573.7839820227288
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,95.66218048656938
103,708.7453115319744
104,904.4667429516165
105,989.3420832218327
106,1033.2301876407728
107,1057.041851663817
108,1068.7293377173683
109,1071.4396900183037
110,1065.8358811993833
111,1050.5164841586343
112,1021.0981867932305
113,966.6631747207086
114,856.6728781214845
115,575.0211406978325
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,84.67760756697626
127,704.8800065519162
128,903.0429874581412
129,988.6410109606867
130,1032.8264604574008
131,1056.7891390900384
132,1068.56745722956
133,1071.3425618182685
134,1065.7945887783744
135,1050.5342897024375
136,1021.1923002424539
137,966.8759095493803
138,857.1099314899564
139,575.9927847919454
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,73.84179431973874
151,700.8487276392624
152,901.548046996116
153,987.8920975977128
154,1032.383096003482
155,1056.5000560948067
156,1068.370227425715
157,1071.209646759879
158,1065.7156440859783
159,1050.5105577069407
160,1021.2372568318713
161,967.0232496146617
162,857.4394291681062
163,576.6985612133624
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,63.26991717264639
175,696.6496895662189
176,899.9819003365564
177,987.0954235032674
178,1031.900135285892
179,1056.1746004638337
180,1068.13760967294
181,1071.0408732979026
182,1065.5989416635107
183,1050.445143062275
184,1021.2328603433518
185,967.1049286116711
186,857.6610066016603
187,577.1378549120792
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,53.091065154961754
199,692.2810247499602
200,898.3445144930339
201,986.25106591169
202,1031.3776191712514
203,1055.8127717314997
204,1067.869568547385
205,1070.836174308492
206,1065.4443815070626
207,1050.3379068569607
208,1021.178920498416
209,967.120681339266
210,857.7742701721273
211,577.3098000854951
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,43.44682962643505
223,687.7407732961435
224,896.6358408227212
225,985.359097024831
226,1030.8155873653393
227,1055.4145706821405
228,1067.5660716635784
229,1070.5954871834374
230,1065.251869422287
231,1050.1887170444559
232,1021.075254055248
233,967.0702456510434
234,857.7788010377294
235,577.2132902025807
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,34.488052780481105
247,683.026877092992
248,894.8558128199896
249,984.4195829239984
250,1030.2140778875132
251,1054.9799991161033
252,1067.2270896432915
253,1070.318753945902
254,1065.0213172699735
255,1049.9974488326488
256,1020.921685424162
257,966.9533633879882
258,857.6741568543778
259,576.8469808139519
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,26.36890427322652
271,678.1371830915051
272,893.0043473041317
273,983.4325842316211
274,1029.5731274820328
275,1054.5090601498075
276,1066.8525963204565
277,1070.0059213670258
278,1064.7526429706463
279,1049.763984515255
280,1020.7180461635135
281,966.7697792312044
282,857.4598687446531
283,576.2092786799915
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,19.23729383829352
295,673.0694598793219
296,891.0813504236111
297,982.398159024828
298,1028.8927732765571
299,1054.0017591810665
300,1066.4425692501484
301,1069.6569410847294
302,1064.445770208583
303,1049.4882126240213
304,1020.4641732532527
305,966.5192371772366
306,857.1354332705309
307,575.2983151915063
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,13.220642552061214
319,667.8214271260111
320,889.0867278882289
321,981.3163677554758
322,1028.1730554619578
323,1053.4581054097018
324,1065.9969904710417
325,1069.2717697651378
326,1064.1006279837122
327,1049.1700267038555
328,1020.1599066343194
329,966.2014757293754
330,856.7003015295271
331,574.1119118126414
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,8.406521691945668
343,662.3907945261889
344,887.0203981334529
345,980.1872793936112
346,1027.4140206429458
347,1052.8781137276512
348,1065.5158474861475
349,1068.8503693720843
350,1063.7171501899622
351,1048.8093240383032
352,1019.805086626518
353,965.8162227656917
354,856.1538676820345
355,572.6475431951218
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,4.819120242634678
367,656.7753126565761
368,884.8823089144296
369,979.0109791744195
370,1026.6157260248738
371,1052.261807117525
372,1064.999134531834
373,1068.3927075768481
374,1063.295275194904
375,1048.4060042087258
376,1019.3995509105811
377,965.3631895267501
378,855.4954551475411
379,570.9022925836586
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,2.3955814473987296
391,650.9728437801596
392,882.6724603723815
393,977.7875792457934
394,1025.7782451891205
395,1051.6092199143052
396,1064.4468542814573
397,1067.898758248659
398,1062.8349451412907
399,1047.9599669169102
400,1018.9431300444477
