,0
472,475.5843949864201
473,479.81179619833597
474,484.047022632496
475,488.2915280909473
476,492.54703396629003
477,496.81563058986524
478,501.0999595023344
479,505.4034798064334
480,509.730544022873
481,514.0860768665418
482,518.4748950447796
483,522.9009414159947
484,527.366688027866
485,531.8728208637237
486,536.4181900803676
487,540.9999871679311
488,545.6140183904331
489,550.255039005075
490,554.9170835724482
491,559.5937647938935
492,564.2785263338793
493,568.9648455822321
494,573.6463883804585
495,578.3171213964779
496,582.9713880706613
497,587.6039568039845
498,592.2100443031634
499,596.7853263160025
500,601.3259214329643
501,605.8283918888427
502,610.289712252535
503,614.7072473107546
504,619.0787251713488
505,623.402209171975
506,627.6760697764832
507,631.8989582434967
508,636.0697817440501
509,640.1876699019939
510,644.2519656374781
511,648.2621940763561
512,652.2180451143411
513,656.11935518701
514,659.9660906086231
515,663.7583324443551
516,667.4962627207984
517,671.1801520197214
518,674.8103483310222
519,678.3872667864706
520,681.911380442723
521,685.3832128479058
522,688.8033317809534
523,692.1723356005265
524,695.4908588789755
525,698.759559385303
526,701.9791155254233
527,705.1502220808925
528,708.2735864507217
529,711.3499260418363
530,714.3799663234464
531,717.3644319851777
532,720.3040548698816
533,723.1995650766079
534,726.0516910104319
535,728.8611578833796
536,731.6286864081052
537,734.3549916586675
538,737.0407821100853
539,739.6867587647317
540,742.2936145139792
541,744.8620332733248
542,747.3926899516257
543,749.8862494017111
544,752.3433679145314
545,754.7646872884295
546,757.1508429238673
547,759.5024580289958
548,761.8201449399237
549,764.1045050936191
550,766.3561288609468
551,768.5755954766278
552,770.7634734970061
553,772.9203214686122
554,775.0466835572631
555,777.1430967898677
556,779.2100862586251
557,781.248166481882
558,783.2578415320512
559,785.2396051698283
560,787.193941005581
561,789.1213226314892
562,791.0222137958922
563,792.8970686126094
564,794.7463316187934
565,796.5704379046908
566,798.3698136474674
567,800.1448767828779
568,801.8960335725012
569,803.6236846129786
570,805.328221016535
571,807.0100256460469
572,808.6694731859325
573,810.3069302808191
574,811.9227560299333
575,813.5173025982987
576,815.0909121449388
577,816.6439222273036
578,818.1766623732417
579,819.6894551533627
580,821.182616337427
581,822.656455048046
582,824.1112739089741
583,825.547369203619
584,826.9650310042978
585,828.3645433632553
586,829.7461842955006
587,831.1102262089009
588,832.4569356747429
589,833.7865745508011
590,835.0993971101595
591,836.3956545838298
592,837.6755922896522
593,838.9394505185841
594,840.1874646836658
595,841.4198653496791
596,842.6368783266845
597,843.8387250192591
598,845.0256228478519
599,846.1977829707032
600,847.3554142494246
601,848.4987206961836
602,849.6279022437757
603,850.7431548386688
604,851.8446705296003
605,852.932637564175
606,854.0072404629287
607,855.0686601115372
608,856.1170738710222
609,857.1526555843778
610,858.1755756432002
611,859.1860012668031
612,860.1840968338787
613,861.1700219731663
614,862.143934857233
615,863.1059900589233
616,864.0563392093192
617,864.9951309948588
618,865.9225112121541
619,866.8386230143819
620,867.7436072034449
621,868.637600492496
622,869.5207384878657
623,870.393153737256
624,871.2549762954061
625,872.1063337771201
626,872.9473514090015
627,873.7781520782661
628,874.5988563879735
629,875.4095826958516
630,876.2104471912633
631,877.0015638421162
632,877.7830446225533
633,878.5549993356879
634,879.3175362230102
635,880.0707603122529
636,880.8147759536382
637,881.5496851659033
638,882.2755881092297
639,882.9925831431345
640,883.7007668084563
641,884.400233859479
642,885.091077438467
643,885.7733892771431
644,886.4472583898656
645,887.1127732941369
646,887.7700205379724
647,888.4190851137905
648,889.0600504881808
649,889.6929986299027
650,890.3180100428991
651,890.9351637870636
652,891.5445375099681
653,892.1462074909873
654,892.7402486200112
655,893.3267344213082
656,893.905737195838
657,894.4773281810202
658,895.0415764634864
659,895.5985508203909
660,896.148318490917
661,896.6909455342299
662,897.226496807575
663,897.7550359865766
664,898.2766256920117
665,898.7913276305509
666,899.2992016145552
667,899.8003072193449
668,900.2947026741417
669,900.7824451676618
670,901.2635908657091
671,901.7381949283299
672,902.2063115257477
673,902.6679938581303
674,903.1232941665091
675,903.5722637664176
676,904.0149530036313
677,904.4514113789386
678,904.8816874328593
679,905.3058290743944
680,905.7238826680425
681,906.1358944149401
682,906.5419094365487
683,906.9419720267564
684,907.3361256767846
685,907.7244130545822
686,908.1068760179369
687,908.4835557045524
688,908.8544926249945
689,909.2197259641254
690,909.5792947614424
691,909.9332371154375
692,910.2815904000096
693,910.6243912747026
694,910.9616756940774
695,911.2934789198955
696,911.6198355269537
697,911.9407794148633
698,912.2563438272032
699,912.5665613330752
700,912.8714638373336
701,913.1710826524115
702,913.4654485665822
703,913.7545912980537
704,914.0385404200449
705,914.3173247345761
706,914.5909724515803
707,914.8595111719366
708,915.1229678963169
709,915.3813690876322
710,915.6347407271398
711,915.8831078471931
712,916.1264953249246
713,916.3649273436725
714,916.598427538574
715,916.8270190025055
716,917.0507242918468
717,917.2695654317134
718,917.4835639230234
719,917.6927407454442
720,917.8971163715238
721,918.0967107417235
722,918.2915433243896
723,918.4816330566708
724,918.6669984863261
725,918.8476573852058
726,919.0236273320677
727,919.1949253211319
728,919.3615678686081
729,919.5235710224323
730,919.6809503503736
731,919.8337209456854
732,919.9818974653506
733,920.1254941529244
734,920.2645245881752
735,920.3990021213262
736,920.528939575189
737,920.6543493257955
738,920.7752433053205
739,920.8916330047151
740,921.003529477212
741,921.1109433397144
742,921.2138847761165
743,921.312363543615
744,921.406388964121
745,921.495969928341
746,921.581114920696
747,921.661832023145
748,921.7381287900735
749,921.8100124761017
750,921.8774898769076
751,921.9405673758655
752,921.9992509373716
753,922.0535461101043
754,922.1034580446196
755,922.1489914866992
756,922.1901507216855
757,922.2269396880023
758,922.2593618948147
759,922.2874204451657
760,922.3111180367006
761,922.330456962303
762,922.3454391106231
763,922.356065966597
764,922.3623386116886
765,922.3642577254038
766,922.361823580648
767,922.3550360523536
768,922.3438946090014
769,922.3283983009679
770,922.3085458199063
771,922.2843354134956
772,922.2557649377932
773,922.2228318444683
774,922.1855331802656
775,922.143865585897
776,922.0978252970142
777,922.0474081413048
778,921.992609501169
779,921.9334244585164
780,921.8698475793267
781,921.8018730524083
782,921.7294946537809
783,921.6527057452663
784,921.571499273131
785,921.4858677658509
786,921.3958033333465
787,921.3012976645624
788,921.2023420238094
789,921.0989272530185
790,920.991043771268
791,920.8786815593681
792,920.761830103257
793,920.6404786626271
794,920.5146158524751
795,920.3842299180528
796,920.2493086599906
797,920.109839438392
798,919.9658091715055
799,919.8172043129794
800,919.6640107833667
801,919.5062143129644
802,919.3437999019275
803,919.1767521764953
804,919.0050552953707
805,918.8286929459625
806,918.647648340501
807,918.4619042123985
808,918.2714428107012
809,918.0762458979381
810,917.8762947394581
811,917.6715701186471
812,917.4620522955108
813,917.2477210475031
814,917.0285555023155
815,916.8045346532706
816,916.5756365910675
817,916.3418390086391
818,916.1031190665908
819,915.8594533818057
820,915.6108180364748
821,915.3571885739605
822,915.0985399535639
823,914.8348464451519
824,914.566082196177
825,914.2922203242538
826,914.0132335182853
827,913.7290938787532
828,913.4397729105846
829,913.145241516436
830,912.8454699869786
831,912.5404279965547
832,912.2300845931123
833,911.9144081825555
834,911.5933665402637
835,911.2669268048136
836,910.9350554174134
837,910.5977179913059
838,910.2548800265268
839,909.9065057591752
840,909.5525589234796
841,909.1930025385108
842,908.827798920909
843,908.4569096770865
844,908.0802956331727
845,907.6979166872658
846,907.3097326190475
847,906.9157017831761
848,906.5157819739036
849,906.1099301927155
850,905.6981026362604
851,905.280254683991
852,904.8563408863217
853,904.4263149484948
854,903.9901297220648
855,903.5477371765535
856,903.0990884326418
857,902.6441336603808
858,902.1828221718894
859,901.715102059884
860,901.2409212742157
861,900.7602260033182
862,900.2729617337791
863,899.7790729608332
864,899.2785031593565
865,898.7711947984501
866,898.2570893276394
867,897.7361270746983
868,897.2082470415638
869,896.6733880133237
870,896.1314867551126
871,895.5824791999445
872,895.0263001242143
873,894.4628831269343
874,893.8921606095527
875,893.3140637499521
876,892.7285224865192
877,892.1354654910768
878,891.5348201309497
879,890.9265124826605
880,890.3104673125567
881,889.6866079502514
882,889.0548560423016
883,888.4151328709899
884,887.7673571988632
885,887.1114466823383
886,886.4473174629428
887,885.7748841795081
888,885.0940599445844
889,884.4047562015769
890,883.7068824481903
891,883.0003476966
892,882.2850580801166
893,881.5609184177771
894,880.8278317770759
895,880.0856994385373
896,879.3344208594604
897,878.5738936380582
898,877.8040134697455
899,877.0246741164051
900,876.2357673406127
901,875.4371829460421
902,874.6288085828236
903,873.8105298928899
904,872.9822298507498
905,872.1437906557603
906,871.2950908404325
907,870.4360071319669
908,869.5664139181698
909,868.6861831765368
910,867.7951844750628
911,866.8932849299028
912,865.9803490020707
913,865.0562381131895
914,864.1208125728612
915,863.1739283837013
916,862.2154393040082
917,861.2451962509567
918,860.263047237273
919,859.2688373079149
920,858.2624084659121
921,857.2435996148332
922,856.2122464811221
923,855.168181518086
924,854.1112338919805
925,853.041229420726
926,851.9579903196375
927,850.8613347288174
928,849.7510789882448
929,848.627033831876
930,847.4890068192614
931,846.3368015846065
932,845.1702178106367
933,843.9890511528772
934,842.7930929496664
935,841.5821296844653
936,840.3559455043643
937,839.1143179850321
938,837.8570208190824
939,836.5838230034898
940,835.2944887279675
941,833.9887772605756
942,832.6664428327952
943,831.3272345097234
944,829.9708960813762
945,828.5971658947512
946,827.2057768549668
947,825.7964560466678
948,824.3689249101556
949,822.9228980268015
950,821.4580863979844
951,819.9741922794984
952,818.470912399017
953,816.9479369507188
954,815.4049494080365
955,813.8416264457901
956,812.2576378094841
957,810.6526458933747
958,809.0263049649985
959,807.3782645497316
960,805.7081636664823
961,804.0156344289524
962,802.3003009164306
963,800.5617789927475
964,798.7996761260393
965,797.013591190232
966,795.2031142973856
967,793.3678265960142
968,791.5073000442378
969,789.6210973096273
970,787.708771621159
971,785.7698662706764
972,783.8039136759066
973,781.8104395088614
974,779.7889557366293
975,777.7389650132598
976,775.6599593089826
977,773.5514198363574
978,771.4128169372742
979,769.243609584965
980,767.0432443860949
981,764.8111603173738
982,762.546780974266
983,760.2495196182397
984,757.9187777993261
985,755.5539452954807
986,753.1544000779543
987,750.7195083097112
988,748.248624355623
989,745.7410908752347
990,743.1962388633856
991,740.6133880171996
992,737.9918465501868
993,735.3309119965514
994,732.629869545044
995,729.8879989742176
996,727.1045656286464
997,724.2788274262385
998,721.4100339779741
999,718.4974274016786
1000,715.5402434501208
1001,712.5377127709377
1002,709.4890617880127
1003,706.3935130104555
1004,703.2502937674436
1005,700.0586274006095
1006,696.8177428992132
1007,693.5268757122867
1008,690.1852707516935
1009,686.7921858007023
1010,683.3468953347934
1011,679.8486949002528
1012,676.2969059810672
1013,672.6908814437195
1014,669.0300118541495
1015,665.3137325404018
1016,661.5415307802498
1017,657.7129529321775
1018,653.8276227658406
1019,649.8852388407954
1020,645.885595598653
1021,641.8285943855697
1022,637.7142583978155
1023,633.5427491826554
1024,629.3143839697492
1025,625.0296536505705
1026,620.6892540056577
1027,616.2940939826865
1028,611.8453310824261
1029,607.3443957650239
1030,602.7930199811717
1031,598.193266960912
1032,593.5475617809353
1033,588.8587219349489
1034,584.1299870022393
1035,579.3650457347584
1036,574.5680592694453
1037,569.7436764160375
1038,564.8970404230012
1039,560.0337767176225
1040,555.1599765133781
1041,550.2821257834438
1042,545.4070300975238
1043,540.541684497189
1044,535.6930982418542
1045,530.8680660494085
1046,526.0728839656626
1047,521.3130144785296
1048,516.5927203588781
1049,511.91471674926913
1050,507.2798649475381
1051,502.6870453368969
1052,498.1332637228566
1053,493.61407626447425
1054,489.12431019012314
1055,484.6589072338817
1056,480.21357917009743
1057,475.7850156481983
1058,471.3706979132794
1059,466.96862952553175
1060,462.5771684600466
1061,458.19493605545756
1062,453.82076069970395
1063,449.45364794546197
1064,445.092738621888
1065,440.73729686303574
1066,436.38669092032393
1067,432.0403801663852
1068,427.6979050487523
1069,423.35887697987374
1070,419.02297081175084
1071,414.68992692010465
1072,410.35953327016244
1073,406.03163035780227
1074,401.7061054906402
1075,397.38288988304475
1076,393.0619561682266
1077,388.7433162297676
1078,384.4270191886645
1079,380.1131495434971
1080,375.8018250343713
1081,371.4931952002708
1082,367.18743776814915
1083,362.8847584013689
1084,358.5853841326449
1085,354.2895695369383
1086,349.9975819100522
1087,345.70970668758946
1088,341.42624257451934
1089,337.147498624663
1090,332.873791724637
1091,328.60544493339023
1092,324.34278236560397
1093,320.0861277589196
1094,315.8358080107865
1095,311.59214094557007
1096,307.355441185126
1097,303.12601706399425
1098,298.9041696828322
1099,294.6901920855778
1100,290.48436837182476
1101,286.2869727467712
1102,282.0982683037098
1103,277.9185054598626
1104,273.7479208014071
1105,269.58673687001516
1106,265.43515760941693
1107,261.2933691721594
1108,257.16154272963377
1109,253.03982543958924
1110,248.9283459112814
1111,244.82721208077837
1112,240.73651173556988
1113,236.65631397525206
1114,232.58666726647465
1115,228.52760334799834
1116,224.47914256602317
1117,220.44128903676264
1118,216.41403912650264
1119,212.39738300061427
1120,208.39130760384552
1121,204.39579942473566
1122,200.41084698658503
1123,196.4364430584787
1124,192.47258679104186
1125,188.51928534436055
1126,184.57655720396414
1127,180.64443159351697
1128,176.72295289803327
1129,172.8121802763176
1130,168.9121935632096
1131,165.02308849098875
1132,161.1449834834864
1133,157.27802019452244
1134,153.42236517429328
1135,149.57821362445728
1136,145.7457907691266
1137,141.9253543059995
1138,138.11719991221216
1139,134.32166631849066
1140,130.53913453699366
1141,126.77003692564308
1142,123.01486074056042
1143,119.2741531373977
1144,115.54852633721727
1145,111.83866293286856
1146,108.14532152674697
1147,104.4693426402178
1148,100.81165446308033
1149,97.17328184410168
1150,93.55535019899251
1151,89.95909461752437
1152,86.38586932306963
1153,82.83715665955971
1154,79.31457265455204
1155,75.8198807084397
1156,72.3550004661835
1157,68.92202186922556
1158,65.5232129602004
1159,62.161034559018496
1160,58.83815405748001
1161,55.55746010903834
1162,52.32207396013674
1163,49.135368442933526
1164,46.00098325551954
1165,42.922841565918326
1166,39.90516657260022
1167,36.95249747263432
1168,34.069704048778306
1169,31.261998953108353
1170,28.53494540517299
1171,25.89446389418469
1172,23.346822702730638
1173,20.898626624226928
1174,18.556787729639822
1175,16.32847992553872
1176,14.221065384041367
1177,12.241995076285551
1178,10.398667061163371
1179,8.698235274419043
1180,7.147361196376681
1181,5.751885474582971
1182,4.516422997465258
1183,3.4438624671265954
1184,2.5347768877205463
1185,1.786758582587631
1186,1.1937289197309011
1187,0.7453119962790381
1188,0.42643346889037953
1189,0.21738773238228007
1190,0.0946893257343693
1191,0.03301135488744336
1192,0.00826652742421766
1193,0.0012251727133689744
1194,7.312789356155828e-05
1195,7.200450020849753e-07
1196,8.216280661607588e-11
1197,2.0570062350677277e-22
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
